gene01	gene02	gene03	gene04	gene05	gene06	gene07	gene08	gene09	gene10	gene11	gene12	gene13	gene14	gene15
803	1900	0	185	662	23	97	10627	3	2014906	52	369193	1	2404436	58
808	1917	2	183	673	20	90	10335	3	2013237	48	368138	0	2405411	49
868	1899	1	198	700	20	92	10442	5	2014310	52	368547	1	2405177	47
794	1937	0	200	685	26	99	10512	4	2014679	54	368333	2	2405561	46
696	1905	1	197	687	19	92	10351	0	2017270	46	368302	2	2403066	36
784	1827	0	188	650	18	95	10528	2	2016502	59	369044	0	2402532	63
803	1885	3	202	659	26	116	10442	3	2017013	59	368464	3	2403670	43
798	1957	0	206	700	26	86	10275	3	2015388	51	367597	2	2403542	53
817	1872	1	220	616	14	87	10375	2	2017823	50	367507	1	2405686	41
799	1925	0	195	654	23	94	10481	3	2017629	52	367950	0	2402019	42
705	1874	2	183	681	20	105	10464	2	2017344	61	368389	1	2402961	43
751	1889	1	182	688	23	87	10445	3	2017894	69	368963	0	2405441	38
791	1897	1	187	650	20	104	10516	4	2015636	71	367834	1	2405923	53
784	1952	0	195	653	31	96	10631	5	2015475	50	367976	3	2404651	52
780	1866	1	185	668	24	95	10343	1	2015412	50	368176	1	2403854	47
737	1898	1	177	667	20	93	10445	2	2017310	35	369207	2	2405007	53
750	1921	1	196	668	16	93	10546	3	2017704	54	368942	1	2406730	57
833	1915	2	203	685	21	102	10311	3	2016469	43	367953	1	2402941	67
798	1853	2	176	664	21	108	10547	4	2017093	65	368693	2	2403950	53
748	1962	1	168	625	19	109	10451	4	2014933	46	368426	1	2403192	47
776	1845	1	194	707	28	98	10438	4	2019089	51	368218	0	2402762	66
767	1950	1	179	653	26	91	10438	2	2018284	63	369142	2	2404483	57
791	1952	2	194	654	23	104	10411	3	2016725	52	368636	1	2405966	53
774	1979	3	198	690	19	86	10471	3	2017653	52	368480	0	2400444	49
761	1953	3	177	703	22	98	10315	6	2016753	55	368114	1	2402258	60
775	1914	1	202	706	17	102	10509	5	2017947	51	368318	1	2402263	65
792	1953	0	182	641	27	75	10594	2	2018053	73	368068	2	2406043	50
772	1878	1	190	682	22	83	10577	4	2017165	57	367139	1	2403961	58
737	1990	2	178	699	22	76	10704	5	2015622	54	368207	2	2404021	60
774	1951	2	192	671	19	112	10661	6	2016029	43	369102	0	2404546	50
811	1848	1	207	693	16	82	10399	1	2015530	52	367680	2	2402823	60
801	1952	1	180	704	19	92	10464	3	2017090	52	368498	0	2401217	63
785	1896	1	208	634	21	102	10304	1	2016754	53	367988	0	2405300	50
821	1868	1	185	681	14	92	10628	3	2017754	59	367629	0	2402232	67
764	1864	0	193	611	19	83	10569	5	2018503	49	368562	2	2404983	51
800	1913	1	187	702	28	77	10604	6	2015389	50	368939	1	2403325	65
741	1917	0	150	681	15	92	10489	4	2017585	53	368869	0	2404750	50
770	1934	2	191	690	23	96	10404	3	2016135	50	367744	1	2408678	60
787	1872	1	191	648	18	84	10402	2	2016465	57	369052	0	2403656	46
776	1924	2	186	689	16	94	10527	3	2014753	40	367482	2	2405529	50
784	1932	3	209	611	24	70	10456	4	2019735	42	367804	0	2403988	49
754	1807	1	183	640	16	100	10452	3	2018828	62	368851	2	2402185	62
774	1894	0	192	726	16	109	10534	4	2016108	46	367890	1	2402820	51
788	1954	0	186	669	22	88	10510	2	2017357	51	367974	3	2402948	74
801	1931	2	192	645	18	101	10415	2	2018921	45	367523	0	2403196	46
774	1894	1	168	669	19	100	10472	4	2019532	47	369582	2	2404191	55
792	1839	0	186	648	21	95	10514	1	2015725	57	367743	0	2401833	57
791	1948	2	188	634	28	92	10504	1	2016700	55	368527	0	2401422	52
748	1881	0	196	685	13	88	10459	5	2016267	43	368177	2	2402063	52
754	1934	0	212	697	17	92	10424	1	2016398	52	367856	2	2404024	46
799	1812	1	188	682	21	107	10639	3	2017996	56	368544	1	2402821	58
774	1939	1	225	689	19	88	10409	3	2017250	60	367564	0	2404858	43
745	1997	0	167	679	21	103	10407	3	2018041	52	368604	4	2404063	50
783	1916	2	229	747	17	111	10315	2	2019967	45	368058	2	2402966	56
817	1952	2	175	669	20	109	10269	0	2017208	56	368144	0	2402120	56
759	1959	0	188	676	15	104	10421	2	2018169	48	368543	0	2400858	53
774	1884	2	207	676	20	84	10250	3	2013417	63	368524	2	2403170	50
776	1910	1	186	652	26	94	10483	4	2016064	56	368014	1	2404664	47
821	1889	0	181	635	22	93	10402	4	2017269	57	369055	0	2403051	40
783	1897	0	190	709	13	89	10426	2	2018029	57	368246	1	2405864	59
745	1865	1	208	722	23	98	10337	1	2018297	55	368183	0	2403294	48
786	1957	1	220	688	23	83	10293	5	2016367	43	367425	2	2404912	44
773	1869	0	203	712	17	93	10557	1	2019047	63	368118	1	2404483	67
830	1909	0	180	684	15	99	10422	2	2017675	52	368973	1	2403703	65
806	1901	4	168	663	20	88	10511	6	2018306	47	368567	0	2404246	48
809	1870	0	205	666	17	81	10308	1	2015355	62	369465	0	2404412	39
790	1890	0	198	659	18	86	10498	2	2015497	51	369139	1	2403412	57
842	1913	4	180	717	19	99	10609	3	2017552	44	369299	0	2403365	50
785	1938	1	198	709	19	108	10414	3	2017161	52	368134	2	2405013	58
796	2014	1	187	640	22	96	10321	3	2018702	48	367984	1	2405895	64
755	1861	2	227	664	26	108	10524	3	2015518	55	369770	1	2404499	63
792	1942	1	185	656	14	94	10412	5	2016204	67	367867	0	2404772	45
768	1913	2	182	680	14	109	10473	1	2017751	47	367980	1	2404593	62
768	1925	1	196	690	22	116	10408	3	2018475	56	367916	2	2404157	46
813	1903	2	182	644	11	110	10446	2	2017213	53	368908	0	2403206	50
766	1927	4	196	635	14	101	10596	5	2016638	61	369446	0	2403447	47
819	1957	0	205	705	26	88	10587	1	2014114	45	368376	0	2403229	54
769	1924	1	204	650	21	90	10399	1	2016120	45	369018	0	2406500	54
792	1923	0	186	672	26	96	10428	4	2017718	49	368808	1	2407023	52
769	2013	2	183	658	22	88	10472	4	2017631	53	370037	0	2405068	62
830	1880	0	184	702	16	85	10345	2	2016363	62	369794	1	2403302	52
807	1938	2	185	650	24	103	10385	4	2016710	48	367432	2	2404014	52
758	1876	2	193	669	10	85	10700	7	2015589	55	368443	0	2403352	46
757	1926	1	174	698	22	88	10347	2	2016571	59	367654	1	2404168	55
792	1967	1	197	642	18	116	10291	1	2016567	57	368836	1	2400119	60
765	1924	0	212	643	25	118	10431	3	2015568	52	367929	2	2402247	42
785	1928	0	216	650	12	92	10451	2	2015936	48	368457	1	2404029	60
761	1964	1	189	655	23	102	10396	3	2013600	45	368217	1	2401979	53
731	1880	1	178	715	22	110	10674	5	2019695	43	368844	1	2405992	53
776	1939	1	189	681	21	103	10536	3	2016066	53	369884	0	2404419	49
809	1916	2	166	666	17	102	10432	2	2015964	61	368066	1	2403946	49
780	1861	1	184	657	21	89	10406	3	2015782	45	369356	0	2405673	46
818	1936	0	184	662	15	84	10458	1	2018447	65	369526	1	2404544	44
879	1909	4	190	670	22	92	10556	2	2017087	63	368181	1	2405047	58
763	1974	1	175	677	23	107	10615	6	2015951	56	368566	0	2402711	55
738	1943	1	198	699	24	110	10557	3	2016640	65	367653	0	2403319	43
758	1961	1	188	670	20	88	10605	1	2017507	43	368962	0	2405041	65
793	1866	0	185	677	15	92	10436	4	2018510	54	368592	0	2405694	51
808	1888	2	192	672	14	100	10557	2	2016881	58	368186	0	2404756	53
748	1881	0	179	733	21	94	10464	3	2017442	55	369327	1	2404375	65
781	1868	2	196	679	21	97	10517	2	2016988	45	368889	0	2404273	54
765	1897	1	209	671	16	101	10350	3	2016190	52	369344	0	2403410	50
825	1957	2	197	621	22	103	10301	2	2016045	45	367571	1	2403683	58
811	1909	2	200	696	20	109	10532	5	2019281	47	368083	4	2403251	64
797	1865	1	201	660	16	87	10566	2	2016675	56	368089	0	2402808	54
791	1928	2	188	734	20	104	10460	4	2018512	54	367343	2	2403136	51
777	1887	0	207	669	25	101	10409	4	2016539	44	368993	0	2404500	58
766	1910	0	176	665	18	102	10476	4	2017577	50	368517	2	2404809	61
757	1942	1	194	675	28	102	10270	4	2016817	49	368617	2	2404920	64
837	1877	3	189	677	25	115	10496	6	2017387	64	369367	1	2404199	59
775	1906	0	190	659	24	102	10507	2	2017961	54	368623	1	2402728	57
751	1939	2	219	672	22	109	10574	1	2015830	59	368359	0	2402360	51
785	1961	2	205	671	18	106	10260	4	2017556	57	368325	0	2402410	56
789	1987	1	184	682	14	110	10490	1	2018346	69	369368	1	2404981	62
820	1928	1	197	673	26	95	10305	4	2014587	64	368445	1	2404886	41
1713	1647	0	341	795	2	185	46547	5	18455278	118	637833	2	2576740	4
1683	1683	1	395	793	4	198	46726	2	18458755	92	640565	5	2576917	5
1592	1559	3	391	836	0	197	46630	6	18454170	116	638299	1	2576585	0
1666	1602	2	366	792	1	191	46934	6	18456555	127	639085	0	2576451	6
1610	1665	0	351	792	1	187	46713	4	18458480	119	639500	1	2575315	4
1651	1600	0	395	796	2	199	46312	5	18448683	101	640219	1	2577984	2
1695	1629	1	388	800	1	191	47061	2	18455407	118	640849	1	2577188	2
1690	1590	0	392	765	4	200	46862	1	18450506	120	639063	0	2576826	6
1678	1601	2	392	743	2	196	46514	4	18460189	94	639752	0	2577446	4
1766	1541	2	423	770	3	200	46192	5	18449518	117	637862	3	2578743	5
1657	1556	1	407	780	3	184	46960	2	18453051	102	640344	0	2580273	3
1638	1615	0	373	782	4	204	46897	4	18448603	119	638779	2	2579810	5
1648	1641	1	379	781	2	215	46619	3	18456703	105	638422	1	2576995	8
1660	1589	2	435	825	5	201	46989	3	18455297	121	639634	3	2577311	2
1621	1664	1	398	779	2	188	46782	4	18450031	130	639532	0	2577947	3
1743	1646	0	406	768	2	208	46485	4	18446284	114	638944	0	2577252	4
1677	1611	2	383	794	3	231	46356	1	18453113	123	638318	0	2577973	5
1681	1612	1	389	723	7	196	46654	6	18459562	129	639366	0	2575584	2
1661	1622	0	397	794	8	164	46918	4	18453599	114	638881	0	2577149	3
1562	1603	0	403	783	2	193	46442	3	18456793	132	638253	0	2575687	7
1650	1584	2	416	777	2	172	47010	3	18458922	102	638641	2	2576193	6
1694	1669	2	348	760	1	214	46567	2	18462499	105	639320	0	2576557	3
1573	1580	2	399	818	4	196	46572	6	18460256	119	638120	0	2578990	2
1558	1579	1	417	751	3	188	47145	6	18452377	117	639064	0	2574815	2
1618	1604	1	403	789	2	186	46726	4	18456287	116	639504	1	2575249	5
1698	1552	1	432	755	0	200	46448	4	18457766	125	638752	0	2576481	2
1690	1555	2	369	755	2	184	46934	5	18452807	115	638106	1	2576329	5
1604	1676	1	437	796	2	194	46627	4	18455073	106	640025	1	2576824	6
1641	1693	0	374	797	1	191	46544	0	18452582	116	640273	3	2578302	5
1635	1544	0	360	780	2	204	46719	0	18457637	116	639587	0	2578899	4
1695	1609	0	351	768	4	208	46997	6	18451565	136	639312	0	2577205	3
1635	1584	1	429	752	2	183	46535	0	18456910	121	639020	0	2577654	1
1675	1560	1	411	754	2	187	46590	4	18455065	124	638170	0	2576644	2
1679	1592	0	380	753	5	191	46859	2	18459522	105	638670	0	2578821	5
1716	1626	0	411	784	2	190	46777	2	18462345	117	639623	0	2579303	3
1634	1624	2	408	743	3	193	46647	0	18458099	117	638360	3	2576942	4
1604	1601	1	411	779	0	197	46836	4	18454759	122	639111	2	2578941	5
1703	1615	0	364	799	0	166	46776	2	18458025	111	638843	2	2580152	5
1665	1628	1	408	828	3	178	46814	2	18457039	124	639847	0	2576423	5
1613	1608	1	379	788	1	202	46265	2	18454292	122	639448	3	2578621	2
1620	1586	2	410	798	3	203	46421	4	18451825	128	640117	2	2576390	1
1675	1513	1	393	801	1	186	46523	4	18452987	103	639212	0	2580077	5
1592	1562	0	387	766	1	220	47047	4	18450821	119	638215	1	2578012	2
1642	1665	1	386	820	4	185	46384	0	18455472	110	639362	1	2575965	1
1697	1604	1	421	804	1	202	47018	2	18457313	121	639056	2	2577468	1
1549	1497	1	359	767	7	205	46697	3	18466590	104	638177	0	2577391	2
1657	1618	0	419	729	2	180	46453	1	18454238	101	637761	1	2579752	10
1591	1599	0	378	790	0	209	46187	1	18447615	96	638959	2	2576594	6
1672	1638	0	388	767	4	200	46627	4	18456822	130	639767	0	2578362	2
1709	1652	2	434	830	1	190	46339	1	18452806	120	639551	1	2577964	1
1661	1583	0	390	763	4	168	46344	0	18454395	133	639868	1	2577717	3
1619	1636	1	381	767	3	204	47122	2	18450346	102	639571	0	2578791	1
1711	1638	3	412	754	1	206	46349	1	18456642	124	639427	4	2576844	5
1682	1640	0	419	755	5	206	46510	2	18462023	145	639493	0	2580941	9
1682	1718	1	379	770	3	193	46482	2	18454633	103	637975	0	2577000	6
1643	1581	0	400	736	1	203	46294	1	18453922	103	638626	0	2578591	4
1656	1555	1	390	769	3	202	46654	4	18454635	117	639182	4	2578405	6
1660	1641	0	379	769	1	193	46638	3	18449314	127	639017	0	2577093	3
1696	1655	0	398	782	0	216	46392	3	18453390	105	638702	0	2576884	4
1697	1701	1	403	815	1	196	46471	2	18456790	127	639348	0	2579005	4
1698	1640	0	399	776	2	175	46584	5	18453838	127	639488	4	2577561	0
1681	1601	2	376	765	2	203	46803	2	18448792	123	639620	3	2577990	3
1720	1651	0	404	770	4	188	46934	1	18448439	119	638477	2	2578251	2
1612	1583	0	427	754	1	205	46539	5	18452900	132	639145	0	2577862	4
1668	1648	1	356	755	1	201	46443	2	18456285	116	639293	1	2575594	5
1580	1668	0	403	825	1	196	46530	2	18444115	118	639429	1	2577921	4
1665	1605	0	394	790	0	210	46613	1	18460118	115	638187	0	2577841	0
1653	1549	1	376	820	3	179	46804	0	18459730	115	638584	2	2576628	2
1682	1676	3	399	784	5	187	46426	2	18454031	116	638667	2	2577961	3
1669	1623	2	410	761	1	187	46541	6	18460473	126	638500	2	2576411	2
1673	1580	1	404	854	2	217	46663	5	18455315	109	639723	1	2579150	4
1674	1595	0	403	790	1	193	46545	1	18454328	134	637997	2	2577738	4
1655	1715	0	385	773	4	197	46246	3	18456582	129	639817	3	2575827	3
1641	1596	1	429	743	5	185	46754	2	18457858	108	638411	3	2577948	4
1672	1575	2	364	788	6	211	46166	3	18457555	111	637309	0	2577110	6
1574	1606	1	409	781	2	208	46693	1	18458167	113	636429	1	2575445	4
1652	1659	0	402	752	4	193	46758	2	18454846	122	638998	1	2578411	3
1692	1637	1	406	805	4	212	46880	2	18452425	122	639314	1	2577194	4
1618	1645	0	411	773	5	219	46881	5	18456767	135	639842	4	2576849	2
1638	1717	3	398	784	4	205	46407	1	18457281	105	638659	1	2579197	6
1722	1642	1	429	739	3	203	46372	2	18461038	130	637950	2	2580383	1
1667	1555	0	388	741	5	204	46183	1	18455315	158	638692	2	2578582	7
1629	1583	2	401	763	1	189	46717	2	18458074	113	639024	0	2579638	3
1589	1610	1	381	812	4	212	46140	2	18455806	121	639178	3	2578734	5
1603	1597	1	405	699	3	186	46329	3	18458623	118	638964	1	2577622	1
1625	1592	1	381	825	0	215	47113	1	18455186	121	638346	1	2574615	5
1615	1532	0	390	738	1	217	46856	5	18455662	111	638529	1	2576655	1
1723	1619	0	416	779	3	198	46753	3	18459001	121	637430	0	2577618	1
1605	1613	1	392	735	1	194	46708	2	18450422	126	639430	3	2574846	5
1580	1543	1	405	749	4	190	46741	1	18460117	113	639478	1	2574706	9
1633	1632	1	396	784	6	180	46538	3	18460235	129	638669	2	2576274	1
1684	1656	0	420	808	0	187	46305	5	18458834	116	639203	0	2575332	1
1588	1583	1	388	773	1	145	46677	5	18454671	115	637796	0	2577786	1
1694	1611	0	413	772	3	197	46740	2	18462126	124	639865	0	2577513	1
1708	1631	1	397	767	2	193	46448	5	18462515	122	639130	1	2577749	3
1619	1558	1	407	790	4	207	46661	3	18456673	122	638360	1	2579343	3
1649	1565	1	370	757	3	187	46985	5	18450881	111	638237	2	2577270	5
1669	1672	1	394	769	3	208	46425	1	18449565	117	639126	0	2575363	2
1592	1580	0	368	788	2	190	46484	2	18457173	131	639490	2	2577020	4
1646	1590	0	438	786	5	200	46477	0	18453886	123	638929	0	2577930	1
1642	1538	0	382	782	4	225	46428	5	18453805	118	640594	1	2578016	1
1697	1621	2	417	812	0	188	46488	3	18456232	110	638323	0	2578174	2
1593	1587	3	397	786	1	194	46412	5	18459211	122	638711	0	2579963	4
1682	1610	1	413	725	4	183	46660	1	18450417	125	638747	1	2576475	2
1645	1596	3	391	759	3	184	46479	2	18454632	131	638630	1	2574099	4
1676	1635	0	370	769	3	178	47038	3	18454872	109	638519	1	2578455	1
1648	1623	2	429	738	2	206	46473	3	18457165	111	638108	1	2576478	5
1665	1610	2	398	764	4	175	46763	1	18456268	121	640271	2	2573302	7
1657	1641	1	442	793	0	201	46846	3	18458346	115	639372	0	2578389	4
1656	1610	0	384	796	1	219	46667	6	18458384	108	639243	1	2576912	1
1693	1622	3	375	790	3	197	46460	5	18465136	117	637966	2	2577707	4
1588	1645	0	416	759	2	207	46714	4	18454116	116	639307	0	2580863	2
1658	1707	1	394	742	1	191	46783	3	18453547	117	640146	1	2574719	5
1711	1646	2	391	806	5	194	46531	2	18462997	106	640002	1	2577877	5
1672	1627	0	405	792	1	199	46346	1	18452556	107	639250	0	2580227	5
1702	1631	2	433	770	2	205	46337	3	18456440	119	638143	3	2576946	2
1724	1593	1	389	748	4	199	46540	2	18456503	109	639524	1	2579112	3
1656	1688	3	434	767	2	194	46122	3	18458434	86	638857	1	2575446	2
1661	1634	2	394	735	5	204	46560	3	18454508	109	639572	2	2576388	1
1602	1645	0	393	722	5	215	46153	1	18448758	112	640253	1	2576958	2
1632	1646	0	397	780	4	194	46517	3	18454754	121	640901	0	2578530	2
1610	1624	2	381	756	3	202	46793	1	18450972	126	639301	2	2575343	7
1627	1613	1	366	776	1	193	46070	3	18455841	122	639563	0	2580200	2
1648	1705	0	392	756	3	219	46527	2	18457556	132	638792	0	2578340	3
1654	1570	0	392	762	4	202	46567	4	18454828	115	640315	4	2577201	5
1716	1602	0	371	755	5	216	46674	5	18465803	116	639120	2	2576859	4
1635	1588	1	372	751	3	177	46986	2	18451698	113	639292	0	2579786	4
1629	1559	0	401	813	2	210	47151	4	18458136	128	638739	0	2574745	3
1647	1575	2	381	790	5	211	46477	2	18466188	118	638897	0	2577168	3
1569	1687	1	386	782	3	205	46362	5	18449910	121	640042	0	2576786	1
1714	1671	0	361	778	4	224	46801	1	18455822	124	639421	3	2579111	0
1641	1606	0	390	757	3	191	46715	3	18443885	128	639490	2	2577511	5
1571	1641	1	395	782	2	177	46143	1	18446913	132	638838	1	2574771	5
1670	1600	1	398	765	1	206	46540	2	18462706	123	638479	3	2578930	6
1661	1571	1	385	761	0	204	46814	3	18457888	131	638369	1	2579418	4
1687	1620	2	411	794	0	180	46576	4	18455936	115	639621	2	2576367	3
1607	1600	0	407	759	4	201	46609	4	18456301	129	638634	2	2575404	7
1727	1605	0	385	775	1	197	46244	3	18457113	103	640501	0	2576137	3
1679	1570	0	399	844	2	202	46895	1	18444369	107	639496	1	2577716	1
1700	1617	2	405	769	4	197	46753	5	18452910	124	639335	4	2576395	3
1714	1658	2	379	805	6	210	46799	1	18454058	121	640224	2	2579029	4
1648	1601	2	381	758	2	194	46699	5	18460532	105	639850	0	2577021	5
1625	1570	0	421	783	2	200	46545	4	18449572	111	638707	1	2579388	5
1653	1626	0	353	809	2	177	46321	3	18449386	115	639559	0	2579512	3
1671	1633	1	407	789	4	204	46405	5	18454707	109	638052	0	2579609	6
1648	1627	3	407	735	1	193	46634	3	18452058	122	640052	1	2577127	4
1717	1641	2	363	791	4	187	46770	1	18454259	124	638242	3	2577889	1
1692	1675	1	400	770	3	187	46427	1	18453355	108	638430	0	2577292	3
1698	1610	3	421	782	1	201	46794	3	18455343	135	639593	2	2578803	3
1695	1585	1	372	884	3	194	46707	3	18456649	124	639787	0	2576495	2
1688	1642	0	375	796	4	200	46373	5	18451279	117	638180	0	2580496	6
1677	1636	1	399	812	4	176	46466	3	18457287	110	639277	1	2581264	1
1672	1697	2	379	740	2	185	46832	3	18458249	114	638049	0	2578795	6
1645	1640	1	377	738	0	204	46762	5	18453655	119	639149	1	2579372	3
1571	1563	2	400	802	3	201	46667	1	18455065	125	639106	0	2576787	6
1706	1617	1	361	810	1	195	46469	1	18452725	102	638997	2	2577091	2
1624	1609	1	401	804	3	190	46657	3	18458751	114	639101	2	2576638	1
1610	1618	1	393	812	2	183	46489	4	18462265	145	639110	1	2578149	6
1680	1587	1	385	828	3	188	46580	1	18465664	124	638316	0	2576520	1
1688	1639	2	375	769	1	218	46710	1	18452366	130	639734	2	2575963	6
1683	1628	1	385	768	3	198	46588	3	18457181	123	638802	0	2580073	2
1622	1496	3	413	764	3	188	46161	3	18450713	112	639451	1	2578685	7
1639	1584	1	424	817	2	180	46609	3	18454038	125	638733	0	2577785	5
1697	1591	1	402	810	4	195	46469	2	18457669	100	639076	1	2577864	1
1680	1665	1	396	791	3	202	46746	5	18451686	133	638587	3	2573665	1
1736	1559	1	417	773	1	213	46199	1	18454272	103	640828	0	2574886	6
1698	1579	0	390	722	3	209	46545	4	18453950	113	638621	0	2576417	4
1652	1629	0	429	760	1	199	46518	4	18458879	100	638573	2	2577465	0
1693	1637	2	371	788	5	199	46680	1	18462302	120	637767	2	2577479	2
1651	1607	0	372	746	5	217	46548	3	18455666	124	638866	2	2576746	2
1709	1637	2	361	793	1	184	46844	0	18454705	121	639404	2	2578038	5
1637	1688	3	414	771	5	192	46541	2	18454963	105	639444	0	2576857	0
1624	1637	0	402	804	2	217	46643	3	18456011	129	638992	1	2575164	4
1647	1617	3	379	795	1	195	46938	3	18453561	111	638381	0	2579002	4
1703	1583	0	397	805	2	192	46574	1	18453707	142	639358	0	2577287	4
1691	1716	2	370	782	2	205	46580	3	18448446	132	637690	2	2577612	2
1646	1583	0	390	764	1	194	46581	1	18464224	107	640007	0	2577315	4
1684	1602	1	423	761	2	190	46669	1	18459379	131	639282	0	2574829	2
1689	1568	1	393	805	1	188	46544	3	18454927	125	639049	1	2577091	4
1695	1734	1	365	788	5	191	46522	1	18456836	127	639216	1	2573632	3
1613	1582	0	384	783	2	210	46490	0	18451540	116	639420	1	2577341	2
1682	1649	2	390	773	2	191	46533	6	18451534	110	640082	0	2577651	5
1634	1598	1	380	821	5	188	46349	2	18455496	124	641157	1	2576066	2
1625	1640	1	398	811	4	190	46438	5	18460864	106	639942	0	2578413	5
1573	1558	0	380	783	2	202	46534	6	18459601	112	638353	0	2582891	5
1720	1610	1	415	761	3	210	46242	2	18453580	132	639295	1	2579809	2
1697	1633	0	371	732	2	191	46526	1	18456235	117	639211	0	2577684	3
1666	1612	2	357	745	1	185	46075	4	18460700	117	637120	2	2577298	4
1677	1586	0	390	782	5	176	46635	4	18448996	129	638527	1	2579774	3
1657	1601	0	383	757	2	209	46441	1	18451273	118	638791	2	2578540	5
1640	1591	1	407	813	2	211	46435	5	18449597	122	639074	1	2576982	4
1652	1597	1	408	724	2	183	46607	1	18449660	99	638735	1	2577825	3
1628	1618	1	373	821	2	212	46588	3	18446503	121	639652	1	2576170	4
1636	1574	0	423	755	3	190	46527	2	18456507	139	639353	2	2577521	1
1664	1593	1	402	785	7	189	46946	2	18452707	119	640234	3	2575029	6
1627	1617	1	406	748	2	175	46719	3	18454051	141	640595	0	2575584	1
1664	1592	0	386	801	3	221	46623	3	18450852	122	638552	1	2576323	3
1677	1644	2	402	764	1	191	46758	5	18457778	134	638483	1	2572672	7
1674	1687	4	381	791	4	223	46618	2	18454118	109	639048	2	2574619	0
1640	1652	2	420	759	0	203	46478	1	18457343	106	640274	1	2577516	4
1608	1646	0	399	800	2	209	46280	1	18452383	123	639478	2	2577653	3
1641	1616	3	399	761	3	201	46884	3	18456032	127	638487	0	2577516	5
1585	1668	3	369	781	5	203	46325	5	18455546	118	639688	0	2576359	5
1596	1612	0	397	772	4	183	46768	3	18451226	105	639937	0	2576831	4
1633	1562	2	380	752	5	186	46621	2	18449682	116	639200	0	2579189	4
1653	1592	1	404	740	3	194	46732	2	18451730	120	638623	1	2578552	3
1663	1642	1	378	818	3	175	46349	4	18453280	123	638908	1	2575029	5
1620	1611	0	412	765	2	184	46570	6	18457678	131	639840	3	2576137	3
1627	1571	0	394	766	6	201	46644	4	18458537	138	639549	1	2577548	8
1706	1657	1	389	774	3	213	46822	4	18457798	134	639137	1	2573393	2
1660	1607	2	381	843	4	185	46659	2	18450269	129	638858	1	2575797	6
1664	1648	0	420	784	2	192	46475	1	18450001	113	639296	1	2579264	3
1610	1612	1	362	807	2	199	46464	1	18456271	118	638671	1	2578477	1
1702	1566	1	372	800	3	207	46491	3	18450040	100	638106	0	2576982	2
1606	1584	2	392	764	3	185	46825	6	18458345	116	639158	1	2577595	1
1610	1605	1	402	801	0	183	46534	3	18457601	108	639578	1	2577940	2
1614	1621	1	401	819	2	203	46786	4	18455802	116	638616	1	2578919	4
1706	1619	0	379	797	3	179	46759	4	18451542	131	639014	3	2576171	3
1601	1603	1	404	769	3	191	46344	3	18455506	146	637977	4	2576745	1
1663	1577	0	395	784	3	242	46515	6	18454845	88	638842	2	2579149	3
1612	1644	2	423	741	1	208	46558	2	18452587	109	638892	4	2576052	8
1640	1607	1	414	761	4	190	46738	0	18454319	116	637839	3	2580739	1
1651	1616	0	391	808	4	191	46621	4	18454398	120	638407	0	2577051	3
1665	1631	1	400	832	3	185	47039	5	18453428	123	638289	3	2577275	4
1650	1617	0	387	794	3	234	46462	2	18457869	111	640292	1	2578271	2
1589	1601	0	369	753	4	189	47225	3	18448091	118	638114	3	2580565	6
1653	1571	0	373	794	2	196	46509	5	18455638	117	640139	0	2575660	4
1663	1707	0	396	788	0	199	46510	4	18461647	107	639894	4	2579591	3
1629	1649	0	391	747	2	210	46412	2	18451191	109	639340	1	2577964	3
1579	1566	1	362	779	2	182	46152	2	18450378	153	637798	0	2577466	1
1643	1653	1	413	813	4	197	46755	3	18457737	130	639348	1	2576339	7
1563	1576	2	400	796	1	199	46675	3	18451580	119	639774	0	2575175	5
1560	1591	2	393	769	3	183	46565	2	18456935	108	639690	2	2576411	2
1671	1577	1	391	768	3	189	46446	2	18458187	132	638204	2	2577594	3
1637	1669	0	363	747	3	186	46675	4	18462032	108	638629	0	2579412	2
1618	1603	0	397	767	3	215	46159	3	18463151	137	639040	2	2576879	3
1600	1640	0	399	794	3	195	46678	2	18453206	109	637637	3	2576473	6
1624	1646	1	441	826	3	214	46327	5	18450657	107	639714	1	2578300	6
1602	1599	1	375	801	2	196	46821	5	18441746	116	637335	0	2578229	1
1645	1605	2	365	790	3	174	46575	6	18453345	146	638490	1	2577204	3
1758	1589	0	396	774	5	183	46422	1	18451641	127	639652	1	2576201	4
1685	1632	1	382	739	2	199	46682	4	18457404	123	638883	1	2579205	6
1627	1620	0	377	826	1	192	46219	6	18455534	115	639030	1	2577519	5
1647	1544	1	380	777	3	232	46502	5	18449130	124	640398	2	2572721	5
1622	1591	3	393	769	3	214	46495	4	18459757	101	638801	2	2576401	2
1724	1566	0	402	748	1	182	46769	1	18460641	109	638657	0	2576481	2
1686	1641	1	378	771	0	177	46927	3	18450858	126	639777	1	2580207	2
1691	1659	2	427	745	3	216	46469	4	18453746	119	638900	0	2577908	5
1678	1560	1	390	798	3	186	46571	3	18455862	139	639159	1	2577508	2
1727	1608	1	404	785	3	210	46699	2	18459841	105	639306	1	2578933	2
1618	1611	0	420	745	2	190	46649	3	18453794	126	639912	1	2576508	3
1610	1536	1	376	757	2	190	46795	1	18462853	118	639300	1	2577256	3
1614	1621	0	410	782	4	198	46531	4	18457444	108	638883	0	2576081	1
1661	1638	0	384	762	4	185	46448	2	18458188	101	641642	1	2576229	3
